WORD,WORD_LOWER,WORD_CLASS,EMO_MEAN,EMO_STD,AROUSAL_MEAN,AROUSAL_STD,IMAGE_MEAN,IMAGE_STD,LETTERS,PHONEMES,SYLLABLES,Ftot/1MIL,N,FN,HFN,FHFN,BIGmean(TOKEN),ACCENT
TONNE,tonne,N,-0.35,0.8127277,2.210526316,0.85498196,5.13636364,1.61231731,5,4,2,74.16666667,6,108.17,1,90.33,113812,1
TOPFIT,topfit,A,2.3,0.67,3.55,1.190974833,3.44,1.24,6,6,2,1,0,0,0,0,56378.4,1
TORHEIT,torheit,N,-1.3,0.674948558,3.111111111,0.963381843,2.222222222,0.971825316,7,6,2,1.833333333,0,0,0,0,203281,1
TORKELN,torkeln,V,-0.6,0.7,3,1.037749043,5.56,1.51,7,7,2,2.333333333,0,0,0,0,65242,1
TORPEDO,torpedo,N,-1.7,0.948683298,3.5,1.248528546,6,1.414213562,7,7,3,0.833333333,0,0,0,0,37463,2
TORTE,torte,N,1.6,1.04629673,2.45,1.145931017,6,1.06904497,5,5,2,2.333333333,3,22.83,1,22,117844.25,1
TORTUR,tortur,N,-1.65,1.30887658,4.055555556,0.872604096,2.86363636,1.64158618,6,6,2,0.5,0,0,0,0,62630.4,2
TOT,tot,A,-2.5,0.85,4.166666667,0.923548145,4.78,1.56,3,3,1,78,0,0,0,0,21479,1
TOTE,tote,N,-2.6,0.699205899,4.176470588,0.882843001,5.888888889,1.364225462,4,4,2,46.5,9,68.33,0,0,104067,1
TÖTEN,töten,V,-2.705882353,0.759960596,4.433333333,1.165105688,6.384615385,0.852146611,5,5,2,50.66666667,5,9,0,0,651729.5,1
TOURIST,tourist,N,-0.2,1.032795559,2.222222222,0.878203752,5.555555556,1.236033081,7,6,2,15.33333333,0,0,0,0,93534.5,2
TOXISCH,toxisch,A,-1.8,1.03,3.631578947,0.895080773,2,1.32,7,6,2,0.5,2,2,0,0,195886.8333,1
TRACHT,tracht,N,-0.6,0.699205899,1.684210526,1.002919714,5.777777778,1.394433378,6,5,1,5.333333333,3,11.67,1,5.67,223535.8,1
TRACHTEN,trachten,V,-1.2,0.42,3.263157895,1.045737659,2,1.22,8,7,2,5.666666667,3,111,2,86,345876.8571,1
TRADITION,tradition,N,0.176470588,1.52694165,2.421052632,1.169795304,3.461538462,1.55514036,9,9,4,43.83333333,0,0,0,0,96710.5,4
TRAGE,trage,N,-0.45,1.09904265,2.555555556,1.041617646,4.59090909,1.8168285,5,5,2,4.166666667,3,900.67,2,897.17,138582.25,1
TRAGEN,tragen,V,0.117647059,0.945954893,1.894736842,0.87526103,5.115384615,1.681116845,6,6,2,330.6666667,5,435,1,410.17,317709,1
TRAGIK,tragik,N,-1.15,1.18210339,3.684210526,1.056862841,2.72727273,1.63828651,6,6,2,5.333333333,1,0,0,0,56839.8,1
TRAGISCH,tragisch,A,-2.1,0.74,3.833333333,0.923548145,2.78,0.83,8,6,2,25,0,0,0,0,201023.5714,1
TRAKTOR,traktor,N,0.27,1.42,2.77,1.27,5.41,1.87,7,7,2,18.17,0,0,0,0,57044.66667,1
TRAMPEL,trampel,N,-1.2,0.788810638,3,1.188177052,3.888888889,1.054092553,7,7,2,3.833333333,1,0.17,0,0,66081,1
TRANCE,trance,N,-0.1,0.875595036,2.6,1.465390194,4.888888889,0.927960727,6,5,2,1,0,0,0,0,82602.2,1
TRÄNE,träne,N,-0.617647059,1.741032537,3.789473684,0.976328005,6.038461538,1.370569786,5,5,2,31.5,1,3.5,0,0,122406,1
TRAUBE,traube,N,1.4,0.75393703,1.555555556,0.615698763,6.22727273,1.15188534,6,5,2,3.166666667,1,0.33,0,0,155459.4,1
TRAUER,trauer,N,-2.1,0.96790604,3.647058824,1.169464432,4,1.90237946,6,5,2,14,2,20.5,1,14.67,381631.8,1
TRAUERN,trauern,V,-2,0.82,3.055555556,1.109966731,4.56,1.24,7,6,2,6.666666667,0,0,0,0,326507.1667,1
TRAUM,traum,N,1.5,0.707106781,2,0.973328527,4.888888889,1.900292375,5,4,1,37.5,1,3.33,0,0,111146.25,1
TRAUMA,trauma,N,-2.05,0.82557795,4.411764706,0.795206226,2.31818182,1.39339816,6,5,2,1.166666667,0,0,0,0,104783.2,1
TRAURIG,traurig,A,-2.1,0.88,2.833333333,0.923548145,4.67,1.58,7,6,2,32,1,1,0,0,111405,1
TRAURING,trauring,N,0,1.56347192,2.888888889,1.231397527,5.111111111,1.96497102,8,6,2,1,0,0,0,0,189214,1
TRAUUNG,trauung,N,1,1.414213562,2.944444444,1.211329956,6.111111111,1.054092553,7,5,2,9.166666667,0,0,0,0,162924.3333,1
TREFFEN,treffen,V,1,1.180652105,2.684210526,1.249561327,4.615384615,1.698868402,7,6,2,303.3333333,1,19.83,0,0,241383,1
TREFFER,treffer,N,1.9,0.875595036,3.142857143,1.108409414,5,1.224744871,7,6,2,19.83333333,1,303.33,1,303.33,316940.1667,1
TREIBEN,treiben,V,-0.088235294,1.137984584,2.785714286,1.166099635,3.08,1.998332638,7,6,2,94.83333333,1,0.83,0,0,389477,1
TREND,trend,N,0.5,0.527046277,2.666666667,0.907485213,2.222222222,0.833333333,5,5,1,13.5,0,0,0,0,412803.75,1
TRENNEN,trennen,V,-1.5,0.929320377,3.571428571,1.259881577,3.923076923,1.598075766,7,6,2,64.16666667,3,36.83,0,0,441895.3333,1
TRENNUNG,trennung,N,-1.7,0.948683298,4.294117647,0.771743633,3.444444444,1.130388331,8,6,2,20.33333333,0,0,0,0,293883.2857,1
TREPPE,treppe,N,0.05,0.65,2.36,1.22,5.95,1.05,6,5,2,28,3,71.17,1,71,66389.6,1
TRESOR,tresor,N,1,1.23,2.91,1.48,5.68,1.67,6,6,2,1.83,1,0,0,0,133274.2,2
TRETEN,treten,V,-1.117647059,1.174597439,2.631578947,1.065130473,4.192307692,1.83344988,6,6,2,281,2,1,0,0,336292.2,1
TREU,treu,A,2.2,0.79,2.333333333,1.414213562,3.11,1.27,4,3,1,29.16666667,0,0,0,0,118626.6667,1
TREUE,treue,N,2,1.52177182,2.555555556,1.381483526,3,1.77281052,5,4,2,16,0,0,0,0,94570.75,1
TREULOS,treulos,A,-2.1,0.74,2.421052632,1.304513084,2.44,1.24,7,6,2,1.333333333,0,0,0,0,68155.5,1
TRIANGEL,triangel,N,0.27,1.08,2.05,1,5.41,1.76,8,7,3,0.17,0,0,0,0,149915.4286,1
TRIEB,trieb,N,0.1,0.875595036,4.105263158,0.657836255,2.888888889,1.364225462,5,4,1,3.166666667,1,0,0,0,126932,1
TRIEFEN,triefen,V,-0.911764706,1.137984584,2.315789474,1.108183277,3.961538462,2.087692875,7,6,2,32.66666667,1,0,0,0,262786.1667,1
TRINKEN,trinken,V,1.424242424,1.000946522,2.523809524,1.123345344,5.692307692,1.66779449,7,7,2,79,3,3.5,0,0,310202.6667,1
TRIST,trist,A,-1.8,0.42,2.65,1.386969434,3.78,1.39,5,5,1,1.5,6,265,5,115,132378,1
TRITT,tritt,N,-0.9,0.567646212,2.842105263,1.25888654,5.555555556,1.013793755,5,4,1,7.666666667,4,9.33,0,0,101542,1
TRIUMPH,triumph,N,2,0.666666667,3.875,0.957427108,4.222222222,1.201850425,7,6,2,18.16666667,0,0,0,0,37413,2
TROMMEL,trommel,N,0.27,1.39,3.23,1.31,5.91,1.41,7,6,2,58.83,0,0,0,0,77831.5,1
TROPEN,tropen,N,1.2,0.69585237,2.789473684,1.182227059,5,1.69030851,6,6,2,0.833333333,0,0,0,0,235588.8,1
TROPFEN,tropfen,V,-0.4,0.84,2.055555556,0.802365783,6.11,0.93,7,6,2,14.33333333,0,0,0,0,207608.6667,1
TROPISCH,tropisch,A,1.2,0.79,2.947368421,1.35292622,5.89,0.78,8,6,2,6.833333333,0,0,0,0,183844.1429,1
TROST,trost,N,1.4,1.264911064,2.157894737,1.213953957,3.666666667,1.322875656,5,5,1,12.16666667,5,21.67,1,12.83,88419.75,1
TROSTLOS,trostlos,A,-2.1,0.57,3.333333333,1.371988681,4,1.73,8,8,2,4.166666667,0,0,0,0,60164.85714,1
TROTZ,trotz,N,-0.823529412,1.24244598,3,1.247219129,3.269230769,1.991134196,5,4,1,177.8333333,2,1.33,0,0,46018.75,1
TROTZIG,trotzig,A,-1.1,0.57,3.263157895,0.933458638,4.44,1.67,7,6,2,3.666666667,1,2,0,0,53887.66667,1
TRUG,trug,N,-2,0.666666667,2.833333333,1.200490096,2.222222222,0.440958552,4,4,1,1.833333333,4,8.67,2,8.33,47454.33333,1
TRUHE,truhe,N,0.85,1.08942283,2.142857143,1.195228609,5.18181818,1.46827932,5,4,2,1.833333333,0,0,0,0,88883.25,1
TRUNKEN,trunken,A,-0.2,0.79,2.888888889,0.90025414,4.33,1.73,7,7,2,1.5,3,483,2,474,273838,1
TRUPPE,truppe,N,-1.352941176,1.323044078,3.333333333,1.028991511,4.807692308,1.549689795,6,5,2,71,4,227.5,1,199.17,31418.6,1
TUGEND,tugend,N,1.4,0.699205899,2.421052632,1.121298329,2.222222222,1.481365736,6,6,2,12.66666667,1,141.67,1,141.67,345714.6,1
TULPE,tulpe,N,1.55,0.75915465,1.647058824,1.114740803,5.90909091,1.41114917,5,5,2,1.166666667,0,0,0,0,19373,1
TUMOR,tumor,N,-2.7,0.57124057,4.5,0.888523317,4.27272727,1.93173542,5,5,2,1,3,14.83,2,14.67,52553.5,1
TUMULT,tumult,N,-1.1,0.994428926,3.95,1.050062655,5.111111111,1.691481928,6,6,2,3.333333333,0,0,0,0,33140,2
TUNNEL,tunnel,N,-0.7,1.08093527,2.210526316,1.031662486,5.68181818,1.17052547,6,5,2,5.833333333,0,0,0,0,172036.2,1
TURBAN,turban,N,-0.32,0.99,2.41,0.91,5.59,1.33,6,6,2,0.67,0,0,0,0,82383,1
TURM,turm,N,0.27,1.03,2.64,1.09,5.64,1.14,4,4,1,17.83,3,6,0,0,43655,1
TUSCHELN,tuscheln,V,-1.3,0.48,3,1.054092553,4.33,1.5,8,6,2,0.833333333,3,4,1,2,215600.1429,1
TYPHUS,typhus,N,-2,1.054092553,3.388888889,1.243282604,2.111111111,1.166666667,6,5,2,1,1,0,0,0,23318,1
TYRANN,tyrann,N,-2.6,0.843274043,3.80952381,1.123345344,4.777777778,0.971825316,6,5,2,1.666666667,0,0,0,0,90627.2,2
ÜBEL,übel,N,-1.823529412,0.903548165,3.611111111,0.849836586,4.423076923,1.701130846,4,4,2,30.16666667,2,2817.83,2,2817.83,254486.5,1
ÜBELKEIT,übelkeit,N,-2,0.67,3.210526316,1.134261746,5.11,1.17,8,7,3,1.5,0,0,0,0,237534.6667,1
ÜBEN,üben,V,0.382352941,1.23127689,2.476190476,1.249761882,3.5,1.174734012,4,4,2,46.33333333,4,3288.17,3,3258,700048,1
ÜBERFALL,überfall,N,-2.1,0.57,4,1.028991511,5.33,1,8,7,3,18.5,0,0,0,0,367520.3333,1
ÜBERGEBEN,übergeben,V,-0.588235294,1.25812865,2.157894737,0.958190302,4.115384615,2.026364687,9,9,4,39.33333333,0,148,0,0,521779.4286,1
ÜBERGEHEN,übergehen,V,-0.970588235,0.968763477,2.473684211,1.263523339,1.961538462,1.148242805,9,8,4,34.66666667,0,102,0,0,507209.5714,3
ÜBERLEGEN,überlegen,V,0.735294118,0.863706724,2.105263158,1.149624907,3.269230769,1.801281595,9,9,4,69.5,0,97,0,0,496334,1
ÜBERMUT,übermut,N,-0.1,1.29,3.722222222,0.751903902,3.89,1.54,7,7,3,3.666666667,0,0,0,0,388164.8,1
ÜBERNAHME,übernahme,N,-1,1.154700538,2.368421053,1.116070802,2.423076923,1.474396878,9,8,4,30.5,0,0,0,0,311862.1429,1
ÜBERSEHEN,übersehen,V,-0.823529412,1.028991511,1.842105263,0.834210065,2.423076923,1.419100473,9,8,4,38.66666667,0,51,0,0,515776,1
ÜBERWINDEN,überwinden,V,0.970588235,1.058452104,2.789473684,0.917662935,2.538461538,1.392286443,10,10,4,57.66666667,0,96,0,0,605628,3
ÜBERZEUGEN,überzeugen,V,0.5,0.992395327,2.952380952,0.920662287,2.884615385,1.583083651,10,9,4,101.3333333,0,0,0,0,421242.75,3
UFERLOS,uferlos,A,-1.3,1.16,2.736842105,1.484815936,2.78,1.99,7,7,3,1.333333333,0,0,0,0,285871.1667,1
UHR,uhr,N,0.088235294,1.137984584,1.789473684,0.917662935,6.730769231,0.724303379,3,2,1,732.5,4,2318.83,1,2269.83,60625.5,1
UMARMEN,umarmen,V,2.2,0.42,2.722222222,1.178511302,6.33,0.71,7,7,3,6,0,0,0,0,234052.5,2
UMBRUCH,umbruch,N,0,1.154700538,3.5,0.923548145,3.333333333,0.866025404,7,6,2,2,0,0,0,0,160245.3333,1
UMFANG,umfang,N,0.15,0.933302,2.35,0.87509398,2.5,1.50396302,6,5,2,62.66666667,2,19.33,0,0,103640.4,1
UMRINGEN,umringen,V,0,1.15,2.777777778,1.003262651,4.44,1.42,8,7,3,2.833333333,0,0,0,0,321433,2
UMSATZ,umsatz,N,0.088235294,1.422069492,2.722222222,0.894792487,2.384615385,1.444352397,6,5,2,152.1666667,0,0,0,0,44810.6,1
UMSICHT,umsicht,N,1.5,0.527046277,1.764705882,0.664211164,2.666666667,1.414213562,7,6,2,3.666666667,0,0,0,0,231918.3333,1
UMSONST,umsonst,A,0.4,1.65,1.894736842,1.048530021,2,1.58,7,7,2,12.83333333,0,0,0,0,98059,2
UMSORGEN,umsorgen,V,1.5,0.71,2.333333333,0.907485213,4.11,1.76,8,8,3,0.666666667,0,0,0,0,231162.2857,2
UMSTURZ,umsturz,N,-1,0.666666667,3.095238095,1.261140829,2.888888889,1.364225462,7,7,2,3.833333333,0,0,0,0,67405.16667,1
UMTRUNK,umtrunk,N,1.3,0.674948558,2.777777778,0.942809042,4.777777778,1.201850425,7,7,2,0.5,0,0,0,0,99189.83333,1
UMWEG,umweg,N,-1.05,0.75915465,3.052631579,1.025978352,2.72727273,1.51757382,5,5,2,12.83333333,0,0,0,0,77746.75,1
UNART,unart,N,-1.4,0.516397779,3.055555556,0.998364676,2.111111111,0.78173596,5,5,2,0.666666667,0,0,0,0,158735.5,1
UNBEFUGT,unbefugt,A,-1.2,0.63,3.052631579,1.025978352,1.78,0.83,8,8,3,1.5,0,0,0,0,116323.4286,1
UNBEQUEM,unbequem,A,-1.6,0.7,3.111111111,0.963381843,3.78,1.39,8,8,3,7.166666667,0,0,0,0,118511.8571,1
UNDANK,undank,N,-1.8,0.7677719,3.111111111,1.022619985,1.95454545,1.0900971,6,6,2,0.833333333,0,0,0,0,215176.6,1
UNDING,unding,N,-1.2,1.19648608,2.777777778,1.060274967,1.5,0.80178373,6,5,2,0.5,1,1,1,1,310148.8,1
UNFAIR,unfair,A,-2,0.82,2.947368421,1.508261848,2.33,0.71,6,5,2,3.833333333,0,0,0,0,100617.6,1
UNFALL,unfall,N,-2.35,0.67082039,4.238095238,0.700340053,4.31818182,1.80966621,6,5,2,51.83333333,2,4.83,0,0,147080.6,1
UNFRIEDE,unfriede,N,-2.2,1.032795559,3.277777778,0.95828005,3,1.322875656,8,7,3,0.833333333,0,0,0,0,261260.8571,1
UNFUG,unfug,N,-0.2,1.36111409,3.388888889,0.777544316,2.40909091,1.36831808,5,5,2,4.833333333,0,0,0,0,108822.5,1
UNGEAHNT,ungeahnt,A,-0.1,0.74,2.833333333,0.618346942,1.67,0.71,8,7,3,2.5,0,0,0,0,156649.7143,1
UNGEDULD,ungeduld,N,-1.1,0.875595036,3.444444444,0.511309993,3.222222222,1.301708279,8,8,3,7.5,0,0,0,0,145215.7143,1
UNGEHEUER,ungeheuer,N,-1.617647059,1.348730175,3.428571429,0.978336781,5.923076923,1.572846513,9,8,4,39.66666667,0,0,0,0,347873.875,1
UNGESUND,ungesund,A,-1.7,0.95,2.368421053,1.256561725,2.89,1.9,8,8,3,1.5,0,0,0,0,256294,1
UNGNADE,ungnade,N,-1.7,0.823272602,3.333333333,1.084652289,2.333333333,0.866025404,7,7,3,1.166666667,0,0,0,0,269274.1667,1
UNHEIL,unheil,N,-2.15,0.67082039,4.529411765,0.624264273,2.95454545,1.73142586,6,5,2,25.5,0,0,0,0,260583.2,1
UNKOSTEN,unkosten,N,-1.7,0.483045892,3,0.84016805,1.777777778,0.971825316,8,8,3,5,0,0,0,0,286552,1
UNKRAUT,unkraut,N,-1,0.942809042,1.857142857,1.014185106,6,1,7,6,2,4.166666667,0,0,0,0,138549.5,1
UNLUST,unlust,N,-1.6,0.82078268,2.705882353,1.104802351,2.63636364,1.59001212,6,6,2,1.833333333,0,0,0,0,147678.8,1
UNMENSCH,unmensch,N,-2.5,0.707106781,3.941176471,1.197423705,3.111111111,1.452966315,8,6,2,5.333333333,1,1.33,0,0,376994.1429,1
UNMUT,unmut,N,-1.65,0.67082039,3.125,1.087811258,2.13636364,1.08212553,5,5,2,4.166666667,2,5.5,0,0,116108.75,1
UNNAHBAR,unnahbar,A,-0.6,0.52,1.947368421,1.078769062,3.11,1.54,8,7,3,0.666666667,0,0,0,0,107321.5714,2
UNRAT,unrat,N,-1.5,0.9459053,2.588235294,1.121317502,3.54545455,1.71067441,5,5,2,1.833333333,1,3.67,1,3.67,143769.5,1
UNRECHT,unrecht,N,-2.029411765,0.999554268,4,0.935414347,2.538461538,1.702486869,7,6,2,42.16666667,1,2.67,0,0,256515.5,1
UNRUH,unruh,N,-1.2,1.00524938,3.578947368,1.169795304,2.36363636,1.25529183,5,4,2,12.16666667,0,0,0,0,115446.5,1
UNRUHE,unruhe,N,-1.3,0.823272602,3.421052632,1.070606758,3.555555556,1.666666667,6,5,3,26.83333333,0,0,0,0,137001.6,1
UNSCHULD,unschuld,N,1,1.154700538,2.555555556,0.855585264,1.888888889,1.054092553,8,6,2,6.833333333,0,0,0,0,217394.2857,1
UNSINN,unsinn,N,-1,1.490711985,3.368421053,1.116070802,2.222222222,0.971825316,6,5,2,18,0,0,0,0,261450,1
UNTAT,untat,N,-1.7,1.1742859,3.333333333,1.084652289,2.40909091,1.50108186,5,5,2,3.666666667,1,1.83,0,0,160530,1
UNTERGANG,untergang,N,-1.852941176,1.104600653,3.866666667,0.937102406,4.538461538,1.984555753,9,8,3,43.33333333,0,0,0,0,342663.75,1
UNTERTON,unterton,N,-0.9,0.737864787,2.904761905,1.091089451,2.222222222,1.301708279,8,8,3,2.666666667,1,7.17,1,7.17,356731,1
UNTIER,untier,N,-1.2,0.69585237,3.5,1.043185168,2.86363636,1.95899524,6,5,2,1,1,0.17,0,0,478933.4,1
UNTREUE,untreue,N,-2.7,0.483045892,4.285714286,0.783763813,3.111111111,1.269295518,7,6,3,1,0,0,0,0,146226.1667,1
UNWESEN,unwesen,N,-1.6,0.516397779,3.277777778,0.95828005,2.333333333,0.707106781,7,7,3,1.5,1,3.5,1,3.5,353370.6667,1
UNWETTER,unwetter,N,-1.2,0.788810638,3.777777778,0.942809042,6,1.224744871,8,7,3,4.666666667,0,0,0,0,351776.5714,1
URLAUB,urlaub,N,2.45,0.51041779,2.5625,1.093541647,5.09090909,1.82336922,6,5,2,45.66666667,0,0,0,0,85516.6,1
URLAUBER,urlauber,N,1.9,0.875595036,2.375,0.718795288,5,1.58113883,8,7,3,6.166666667,1,0.33,0,0,325860.2857,1
URNE,urne,N,-1.6,1.173787791,2.944444444,1.211329956,6.333333333,0.866025404,4,4,2,2.333333333,0,0,0,0,100684.6667,1
URTEIL,urteil,N,-0.15,1.18210339,3.222222222,0.732084498,3.04545455,1.52681657,6,5,2,96.33333333,0,0,0,0,218323.8,1
URWALD,urwald,N,1.35,1.03998988,2.611111111,0.978527639,5.77272727,0.97256745,6,6,2,6.5,0,0,0,0,62972.2,1
VAMPIR,vampir,N,-0.5,1.67017175,3.722222222,0.826442095,5.63636364,1.52894157,6,6,2,0.5,0,0,0,0,25228.4,1
VANILLE,vanille,N,1.3,0.674948558,2.333333333,1.188177052,5.555555556,1.013793755,7,7,3,3.5,0,0,0,0,116129.5,2
VATER,vater,N,2.1,1.286683938,2.666666667,1.236693885,6.555555556,0.726483157,5,5,2,234.3333333,2,14.33,0,0,458524.5,1
VATERLAND,vaterland,N,-0.352941176,1.920895513,2.368421053,1.211542924,3.538461538,2.044128552,9,9,3,37.66666667,0,0,0,0,313959.5,1
VEHEMENZ,vehemenz,N,-0.4,0.966091783,3.588235294,0.939336437,2.111111111,1.269295518,8,8,3,1.166666667,1,1.17,0,0,235358.2857,3
VEILCHEN,veilchen,N,1,1.054092553,2,0.9701425,6.555555556,0.726483157,8,6,2,1.5,2,21,2,21,400713.4286,1
VENTIL,ventil,N,0.45,0.88704121,2.578947368,1.121298329,4.27272727,1.93173542,6,6,2,3.833333333,0,0,0,0,281306.8,2
VENUS,venus,N,1.6,0.94032469,3,1.211060142,4.09090909,1.97385508,5,5,2,14.66666667,0,0,0,0,315124.75,1
VERANDA,veranda,N,1.1,0.994428926,1.833333333,0.923548145,5.888888889,1.615893286,7,7,3,2.5,0,0,0,0,391178.8333,2
VERÄNDERN,verändern,V,0.764705882,1.327079809,2.80952381,1.123345344,3.115384615,1.796149728,9,9,3,82.83333333,0,0,0,0,729408.6667,2
VERARMEN,verarmen,V,-1.8,0.42,3.666666667,1.137592918,2.89,1.17,8,8,3,2.333333333,1,2,0,0,424132.5714,2
VERBAND,verband,N,-1.18,1.26,2.95,1.17,5.32,1.67,7,7,2,81.17,2,6.67,0,0,367078,2
VERBESSERN,verbessern,V,0.941176471,1.071424327,2.894736842,0.994134847,2.576923077,1.527693082,10,9,3,82.16666667,0,0,0,0,454892,2
VERBIETEN,verbieten,V,-1.558823529,0.894128201,3.238095238,1.300183137,3.230769231,1.795721411,9,8,3,38.16666667,0,199,1,52,416366,2
VERBINDEN,verbinden,V,1.205882353,1.038046293,2.526315789,1.123902974,3.769230769,1.478044446,9,9,3,125.5,0,199,1,55,564632.875,2
VERBOT,verbot,N,-1.8,0.61558701,3.285714286,0.956182887,2.63636364,1.67745427,6,6,2,30.83333333,0,0,0,0,328617.6,2
VERBOTEN,verboten,A,-1.7,0.48,3.5,0.857492926,2.44,1.33,8,8,3,22.83333333,1,8,0,0,420935.2857,2
VERBRECHEN,verbrechen,N,-2.029411765,0.904041234,3.571428571,1.317364693,4.846153846,1.689788334,10,9,3,44.33333333,0,99,0,0,436699.7778,2
VERDACHT,verdacht,N,-0.7,0.674948558,3.476190476,0.813575296,2.444444444,1.236033081,8,7,2,27.33333333,0,0,0,0,388426.7143,2
VERDANKEN,verdanken,V,1.147058824,1.305753073,2.619047619,1.160869953,2.692307692,1.761118526,9,9,3,31.5,0,49,0,0,392818,2
VERDERB,verderb,N,-2.1,0.567646212,3.5,1.150447483,2.666666667,1.414213562,7,7,2,1.166666667,0,0,0,0,688939,2
VERDIENEN,verdienen,V,0.764705882,1.349721038,3.095238095,1.338086765,2.807692308,1.470217148,9,8,3,63.33333333,0,48,0,0,537056.875,2
VERDIENST,verdienst,N,0.941176471,1.41295256,3.052631579,1.025978352,2.269230769,1.250845868,9,8,2,36.66666667,0,0,0,0,423191.375,2
VERDREHT,verdreht,A,-1,0,2.315789474,1.157230006,3.78,1.56,8,7,2,2.5,0,0,0,0,305651.8571,2
VEREHRER,verehrer,N,1.5,0.849836586,3.882352941,0.927520414,4.444444444,1.740051085,8,7,3,5.166666667,1,20.17,1,20.17,535100.4286,2
VERENDEN,verenden,V,-2.3,0.48,3.714285714,1.329359157,4.44,1.01,8,8,3,1.166666667,1,20,1,20,734240.1429,2
VERFAHREN,verfahren,N,-0.558823529,0.823561242,2.607142857,1.257254084,2.653846154,1.521638793,9,8,3,89.16666667,0,214,1,57,385173.125,2
VERFALL,verfall,N,-1.8,0.632455532,3.5,1.154700538,3.888888889,1.269295518,7,6,2,5.333333333,2,15.83,1,12,322001.1667,2
VERFASSUNG,verfassung,N,0.176470588,1.313579155,3.047619048,1.244033379,3.076923077,1.572846513,10,8,3,47.33333333,0,0,0,0,263461.7778,2
VERFLIXT,verflixt,A,-0.9,0.57,3.526315789,0.904827857,2.33,1.32,8,9,2,1.166666667,0,0,0,0,255651.8571,2
VERFOLGEN,verfolgen,V,-1.735294118,1.16277681,3.7,0.91538573,4.846153846,1.759370517,9,9,3,78.16666667,0,53,0,0,383397.5,2
VERFÜGEN,verfügen,V,-0.088235294,1.21524775,2.428571429,1.028174527,1.923076923,1.197433152,8,8,3,69.83333333,1,0.33,0,0,590433.6,2
VERFÜGUNG,verfügung,N,-0.382352941,1.181029491,1.947368421,1.078769062,1.653846154,0.93561991,9,8,3,127.3333333,0,0,0,0,368113.5,2
VERGASEN,vergasen,V,-2.8,0.42,4,0.881917104,4.89,0.78,8,8,3,0.833333333,2,14,1,13,435184.4286,2
VERGEBEN,vergeben,V,0.2,1.48,2.368421053,1.300022492,2.44,0.88,8,8,3,23.33333333,8,377,5,212,482763,2
VERGEHEN,vergehen,V,-1.382352941,1.128547092,3.142857143,1.108409414,2.153846154,1.488416815,8,7,3,43.5,5,93,0,0,468193.1429,2
VERGESSEN,vergessen,V,-0.970588235,1.14111307,2.904761905,1.261140829,2.5,1.555634919,9,8,3,139.5,0,97,0,0,441174.75,2
VERHAFTEN,verhaften,V,-1.823529412,1.086294459,4.1,0.88473647,5.192307692,1.649708599,9,9,3,39,0,49,0,0,391451,2
VERHÄLTNIS,verhältnis,N,0.617647059,1.303019939,3.052631579,1.268143184,3.384615385,1.961161351,10,10,3,183,0,0,0,0,274933.4286,2
VERHINDERN,verhindern,V,-0.647058824,1.151608965,2.157894737,0.898341552,3.115384615,1.751043645,10,10,3,95,0,50,0,0,558068.1111,2
VERIRREN,verirren,V,-1.7,0.67,3.5,0.985184366,4.89,1.05,8,7,3,4,0,0,0,0,430054,2
VERKAUFEN,verkaufen,V,-0.617647059,0.985184366,2.428571429,1.207121724,4.346153846,1.917129264,9,8,3,187.1666667,0,101,1,53,382965.5,2
VERKEHR,verkehr,N,-0.235294118,1.393900643,3.222222222,1.003262651,5.692307692,1.349643828,7,6,2,62.5,2,0.5,0,0,316111.3333,2
VERLANGEN,verlangen,V,0.147058824,1.438272384,3.238095238,1.374945886,2.807692308,1.549689795,9,8,3,190.5,0,100,1,51,434184.125,2
VERLASSEN,verlassen,V,-1.5,1.237054174,3.19047619,1.289148852,3.730769231,1.756307315,9,8,3,149.3333333,0,202,1,57,397875.375,2
VERLAUFEN,verlaufen,V,-0.529411765,1.134454725,3.047619048,1.116968687,3.269230769,1.756307315,9,8,3,51,0,243,0,0,389389.375,2
VERLEGEN,verlegen,V,-0.411764706,1.305411744,2.238095238,1.220850601,2.846153846,1.689788334,8,8,3,41,7,88.83,1,49.33,457317.5714,2
VERLEIHEN,verleihen,V,-0.176470588,1.113840972,2.142857143,0.963624112,3,1.414213562,9,7,3,39.33333333,0,246,1,53,461918.875,2
VERLETZEN,verletzen,V,-1.941176471,0.885614886,4.033333333,1.129031728,5.192307692,1.600480697,9,8,3,41.5,0,147,0,0,377501.625,2
VERLETZT,verletzt,A,-1.8,0.63,3.944444444,0.872604096,5.22,1.3,8,7,2,36.16666667,1,44,1,44,276026.1429,2
VERLETZUNG,verletzung,N,-1.911764706,0.792680419,3.642857143,1.19301317,5.423076923,1.361560191,10,8,3,39.5,0,52,1,52,288770,2
VERLIEREN,verlieren,V,-1.558823529,0.894128201,3,1.378404875,3.038461538,1.455493572,9,8,3,161.5,0,152,2,103,603789.625,2
VERLIES,verlies,N,-2,0.666666667,3.444444444,1.247219129,5.888888889,1.364225462,7,6,2,0.833333333,0,0,0,0,375469.6667,2
VERLOBEN,verloben,V,0.8,1.62,2.421052632,1.387074839,2.67,1.5,8,8,3,5.166666667,5,500,4,428,435523.5714,2
VERLOGEN,verlogen,A,-2.3,0.82,3.526315789,0.964274111,2.33,0.87,8,8,3,4,6,736,5,428,426815.8571,2
